file	line	kind	name	uses	vetting	body_head	red_flags
Jacobians/ProjectiveCurve/Hyperelliptic/Even.lean	756	nc-def	affineInfinityOverlapHomeomorph	2	used	affineToInfinityOverlap H h   invFun := infinityToAffineOver	
Jacobians/ProjectiveCurve/Hyperelliptic/Even.lean	820	nc-def	affineToInfinity	8	used	fun a => (affineToInfinityOverlap H h a).1	
Jacobians/ProjectiveCurve/Hyperelliptic/Even.lean	824	nc-def	infinityToAffine	10	used	fun b => (infinityToAffineOverlap H h b).1  lemma isOpenMap_	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas/InfinityAffineChart.lean	39	nc-instance	instChartedSpace	8	instance	by   let Hrev := HyperellipticAffineInfinity.reverseData H h	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas/InfinityAffineChart.lean	50	nc-instance	instIsManifold	6	instance	by   let Hrev := HyperellipticAffineInfinity.reverseData H h	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas.lean	59	def	proj	48	used	fun x => Quotient.mk (hyperellipticEvenSetoid H) x  /-- The 	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas.lean	115	nc-def	affineLiftChart	139	used	(HyperellipticAffine.affineChartAt (H := H) a).lift_openEmbe	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas.lean	123	nc-def	infinityLiftChart	95	used	(HyperellipticAffine.affineChartAt       (H := Hyperelliptic	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas.lean	133	nc-def	chartAt	881	used	fun q =>     match Quotient.out q with     | Sum.inl a => af	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas.lean	174	nc-instance	instChartedSpace	8	instance	Set.range (chartAt H hf.out)   chartAt := chartAt H hf.out  	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenAtlas.lean	275	nc-instance	instIsManifold	6	instance	by   apply isManifold_of_contDiffOn   intro e e' he he'   rc	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenForm.lean	47	nc-def	hyperellipticEvenCoeff	56	used	fun q =>   match Quotient.out q with   | Sum.inl a => hypere	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenForm.lean	364	nc-def	infReverse	64	used	-Polynomial.reflect (H.f.natDegree / 2 - 2) g  /-! The two c	
Jacobians/ProjectiveCurve/Hyperelliptic/EvenForm.lean	496	nc-def	affineGluingImage	9	used	⟨(a.val.1⁻¹, a.val.2 * a.val.1⁻¹ ^ (H.f.natDegree / 2)),    	
Jacobians/ProjectiveCurve/Hyperelliptic/Form.lean	104	nc-def	hyperellipticForm	56	used	if h : g.natDegree < H.f.natDegree / 2 - 1 then     ⟨hyperel	
Jacobians/ProjectiveCurve/Hyperelliptic/Form.lean	185	nc-def	hyperellipticFormLinearMap	9	used	hyperellipticForm H gd.1   map_add' gd gd' := by     rcases 	
Jacobians/ProjectiveCurve/Hyperelliptic/Form.lean	345	nc-def	witnessZeroX	13	used	⟨(0, (exists_complex_sq_eq (H.f.eval 0)).choose), by     sim	
Jacobians/ProjectiveCurve/Hyperelliptic/Involution.lean	26	def	HyperellipticAffine.invol	60	used	⟨(a.val.1, -a.val.2), by rw [neg_sq]; exact a.property⟩  @[s	
Jacobians/ProjectiveCurve/Hyperelliptic/Involution.lean	37	def	HyperellipticAffineInfinity.invol	60	used	⟨(b.val.1, -b.val.2), by rw [neg_sq]; exact b.property⟩  @[s	
Jacobians/ProjectiveCurve/Hyperelliptic/Involution.lean	51	def	hyperellipticEvenInvolPre	15	used	Sum.map HyperellipticAffine.invol HyperellipticAffineInfinit	
Jacobians/ProjectiveCurve/Hyperelliptic/Involution.lean	87	def	hyperellipticEvenInvol	12	used	Quotient.map (hyperellipticEvenInvolPre H)     (fun _ _ h =>	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	41	def	smoothLocusY	162	used	{ p | p.val.2 ≠ 0 }  /-- The smooth locus where the projecti	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	47	def	smoothLocusX	84	used	{ p | (Polynomial.derivative H.f).eval p.val.1 ≠ 0 }  /-- If	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	126	nc-def	squareLocalHomeomorph	105	used	by   let c : ℂ := p.val.2 * 2   have hc : c ≠ 0 := by     si	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	146	nc-def	affineChartProjX	155	used	by   classical   let e := squareLocalHomeomorph (H := H) p h	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	276	nc-def	polynomialLocalHomeomorph	97	used	by   let c : ℂ := H.f.derivative.eval p.val.1   have hc : c 	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	291	nc-def	affineChartProjY	147	used	by   classical   let e := polynomialLocalHomeomorph (H := H)	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	415	nc-def	affineChartAt	86	used	by   by_cases hpY : p ∈ smoothLocusY H   · exact affineChart	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	438	nc-instance	affine_chartedSpace	0	instance	Set.range (affineChartAt (H := H))   chartAt := affineChartA	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas/AffineChart.lean	616	nc-instance	affine_isManifold	1	instance	by   apply isManifold_of_contDiffOn   intro e e' he he'   rc	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas.lean	32	nc-def	affineLiftChart	139	used	(ChartedSpace.chartAt p).lift_openEmbedding     (OnePoint.is	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas.lean	51	nc-def	chartAt	881	used	OnePoint.rec (infinityChart H h) (fun p => affineLiftChart (	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas.lean	139	nc-instance	instChartedSpace	8	instance	Set.range (chartAt (H := H) (h := h))   chartAt := chartAt (	
Jacobians/ProjectiveCurve/Hyperelliptic/OddAtlas.lean	159	nc-instance	instIsManifold	6	instance	by   apply isManifold_of_contDiffOn   intro e e' he he'   rc	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	25	def	HyperellipticEven	26	used	HyperellipticEvenProj H  instance (H : HyperellipticData) (h	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	52	nc-def	Hyperelliptic	161	used	if h : Odd H.f.natDegree then HyperellipticOdd H h else Hype	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	73	nc-instance	Hyperelliptic.instTopologicalSpace	6	instance	by   unfold Hyperelliptic   exact Hyperelliptic.topologicalS	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	96	nc-instance	Hyperelliptic.instChartedSpace	8	instance	by   unfold Hyperelliptic Hyperelliptic.instTopologicalSpace	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	123	nc-instance	Hyperelliptic.instIsManifold	6	instance	by   unfold Hyperelliptic Hyperelliptic.instTopologicalSpace	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	160	nc-def	AX_Hyperelliptic_oddEquiv	4	used	by   unfold Hyperelliptic Hyperelliptic.instTopologicalSpace	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	168	nc-def	AX_Hyperelliptic_evenEquiv	4	used	by   haveI : Fact (¬ Odd H.f.natDegree) := ⟨h⟩   unfold Hype	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	176	instance	Hyperelliptic.instCompactSpace	3	instance	by   by_cases h : Odd H.f.natDegree   · exact (AX_Hyperellip	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	185	instance	Hyperelliptic.instConnectedSpace	3	instance	by   by_cases h : Odd H.f.natDegree   · exact (AX_Hyperellip	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	193	instance	Hyperelliptic.instT2Space	3	instance	by   by_cases h : Odd H.f.natDegree   · exact (AX_Hyperellip	
Jacobians/ProjectiveCurve/Hyperelliptic.lean	201	instance	Hyperelliptic.instNonempty	2	instance	by   by_cases h : Odd H.f.natDegree   · exact Nonempty.map (	
Jacobians/ProjectiveCurve/Line/OneForm.lean	243	instance	instSubsingletonHolomorphicOneFormProjectiveLine	0	instance	subsingleton_of_forall_eq 0 HolomorphicOneForm_projectiveLin	
Jacobians/ProjectiveCurve/Line/Witnesses.lean	48	nc-def	constLoop	2	witness	{ extend := fun _ => x₀       continuous' := continuous_cons	
Jacobians/ProjectiveCurve/Line/Witnesses.lean	76	nc-def	projectiveLineCycleBasis	1	witness	by   haveI hg : genus ProjectiveLine = 0 := genus_projective	near-orphan
Jacobians/ProjectiveCurve/Line.lean	38	abbrev	ProjectiveLine	137	used	OnePoint ℂ  namespace ProjectiveLine  /-! ### Charts.  The R	
Jacobians/ProjectiveCurve/Line.lean	60	nc-def	chart0	47	used	(OnePoint.isOpenEmbedding_coe (X := ℂ)).toOpenPartialHomeomo	
Jacobians/ProjectiveCurve/Line.lean	76	nc-def	chart1	45	used	fun p => p.elim 0 (fun z => z⁻¹)   invFun := fun w => if w =	
Jacobians/ProjectiveCurve/Line.lean	155	nc-def	chartAt	881	used	if p = (∞ : ProjectiveLine) then chart1 else chart0  noncomp	
Jacobians/ProjectiveCurve/Line.lean	279	nc-def	stereographic	1	used	onePointEquivSphereOfFinrankEq (ι := Fin 3) (V := ℂ) (by sim	near-orphan
Jacobians/ProjectiveCurve/PlaneCurve.lean	37	structure	HomogeneousPoly	2	used		
Jacobians/ProjectiveCurve/PlaneCurve.lean	44	structure	PlaneCurveData	22	used		
Jacobians/ProjectiveCurve/PlaneCurve.lean	68	def	genus	415	used	(H.d - 1) * (H.d - 2) / 2  end PlaneCurveData  /-- **Affine 	
Jacobians/ProjectiveCurve/PlaneCurve.lean	74	def	PlaneCurveAffine	12	used	{ p : ℂ × ℂ // H.F.val.eval ![p.1, p.2, (1 : ℂ)] = 0 }  name	
Jacobians/ProjectiveCurve/PlaneCurve.lean	181	def	PlaneCurve	32	used	{ p : Projectivization ℂ (Fin 3 → ℂ) //     ∃ v : Fin 3 → ℂ,	
Jacobians/ProjectiveCurve/PlaneCurve.lean	186	instance	PlaneCurve.instTopologicalSpace	6	instance	by   letI : TopologicalSpace (Projectivization ℂ (Fin 3 → ℂ)	
Jacobians/RiemannSurface/AnalyticArc.lean	54	def	IsAnalyticArc	7	witness	∀ s ∈ partition, ∀ t ∈ partition, s < t →     ∀ u ∈ Set.Ioo 	
Jacobians/RiemannSurface/AnalyticArc.lean	70	structure	AnalyticArc	17	witness		
Jacobians/RiemannSurface/AnalyticArc.lean	87	def	toFun	338	used	γ.extend t.val  lemma continuous_toFun (γ : AnalyticArc X) :	
Jacobians/RiemannSurface/AnalyticArc.lean	95	structure	AnalyticLoop	7	witness		
Jacobians/RiemannSurface/Genus.lean	39	nc-def	genus	415	used	Module.finrank ℂ (HolomorphicOneForm X)  end Jacobians.Riema	
Jacobians/RiemannSurface/Homology.lean	41	abbrev	H1	58	used	Additive (Abelianization (FundamentalGroup X x₀))  namespace	
Jacobians/RiemannSurface/LineBundle.lean	56	abbrev	Divisor	47	used	FreeAbelianGroup X  /-- Divisors form an additive commutativ	
Jacobians/RiemannSurface/LineBundle.lean	61	instance	Divisor.instAddCommGroup	5	instance	inferInstanceAs (AddCommGroup (FreeAbelianGroup X))  /-- The	
Jacobians/RiemannSurface/LineBundle.lean	68	nc-def	Divisor.deg	66	used	FreeAbelianGroup.lift (fun _ : X => (1 : ℤ))  /-- **Opaque a	
Jacobians/RiemannSurface/OneForm.lean	69	def	IsHolomorphicOneFormCoeff	12	used	∀ x : X, AnalyticOn ℂ (coeff x) (extChartAt 𝓘(ℂ) x).target  	
Jacobians/RiemannSurface/OneForm.lean	88	def	SatisfiesCotangentCocycle	18	used	∀ x y : X, ∀ z ∈ (extChartAt 𝓘(ℂ) x).target,     (extChartAt	
Jacobians/RiemannSurface/OneForm.lean	107	def	IsZeroOffChartTarget	20	used	∀ x : X, ∀ z : ℂ, z ∉ (extChartAt 𝓘(ℂ) x).target → coeff x z	
Jacobians/RiemannSurface/OneForm.lean	118	nc-def	holomorphicOneFormSubmodule	9	used	{ f | IsHolomorphicOneFormCoeff X f ∧ SatisfiesCotangentCocy	
Jacobians/RiemannSurface/OneForm.lean	148	abbrev	HolomorphicOneForm	163	used	↥(holomorphicOneFormSubmodule X)  namespace HolomorphicOneFo	
Jacobians/RiemannSurface/OneForm.lean	161	def	coeff	199	used	form.1  /-- The coefficient of the zero 1-form is the zero f	
Jacobians/RiemannSurface/PathIntegral.lean	78	nc-def	pathIntegralOnChart	2	used	∫ r in (0 : ℝ)..1,     form.coeff p ((extChartAt 𝓘(ℂ) p) (γ.	
Jacobians/RiemannSurface/Periods.lean	39	nc-def	periodMap	22	used	loopIntegralToH1 x₀  -- TODO (periodLattice): define --   `p	
Jacobians/RiemannSurface/SheafCohomologySpec.lean	64	def	globalFunctions_eq_constants	1	used	Nonempty (H0 (LineBundle.ofDivisor (0 : Divisor X)) ≃ₗ[ℂ] ℂ)	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	70	def	noSections_of_negativeDegree	1	used	Divisor.deg X D < 0 → Subsingleton (H0 (LineBundle.ofDivisor	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	75	def	H1_vanishing_of_largeDegree	1	used	2 * (genus X : ℤ) - 2 < Divisor.deg X D → Subsingleton (H1 (	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	81	def	canonicalDivisor_degree	1	used	Divisor.deg X (canonicalDivisor X) = 2 * (genus X : ℤ) - 2  	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	87	def	holomorphicDifferentials_dim	1	used	Nonempty (H0 (LineBundle.ofDivisor (canonicalDivisor X)) ≃ₗ[	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	94	def	sections_monotone	1	used	∃ f : H0 (LineBundle.ofDivisor D) →ₗ[ℂ]         H0 (LineBund	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	110	def	riemannRoch	1	used	FiniteDimensional ℂ (H0 (LineBundle.ofDivisor D))     ∧ Fini	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	118	def	serreDuality	1	used	Nonempty (H1 (LineBundle.ofDivisor D) ≃ₗ[ℂ]     Module.Dual 	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	132	def	projectiveLine_H0_dim	1	used	Nonempty (H0 (LineBundle.ofDivisor ((n : ℤ) • FreeAbelianGro	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	139	def	projectiveLine_H1_vanishing	1	used	-1 ≤ Divisor.deg ProjectiveLine D → Subsingleton (H1 (LineBu	near-orphan
Jacobians/RiemannSurface/SheafCohomologySpec.lean	169	def	SheafCohomologyFaithful	1	used	(∀ (Y : Type u) [TopologicalSpace Y] [T2Space Y] [CompactSpa	near-orphan
Jacobians/UniversalProperty.lean	84	structure	IsJacobian	6	used		
